handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Material,Returns Policy,Warranty,url,Color,Finish,Material,Style,Image Src
polycab-air-circulator-pedestal-fan,Polycab Air Circulator Pedestal Fan,Pedestal Fan,,Electricals,ELPE0146-24834338,0.0,11425.0,13800.0,Polycab TPW fans are meticulously engineered to prevent overheating of motor and blades thus increasing its efficiency. Sweep MM 450 600 750 Power Inputw 100 200 250 Speed RPM 1400 1400 1400 Air Delivery CMM 125,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-pedestal-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/tinywow_Air-Circulator-Pedestal-Fan.webp?v=1696080243
polycab-air-circulator-pedestal-fan,Polycab Air Circulator Pedestal Fan,Pedestal Fan,,Electricals,ELPE0146-24834339,0.0,9666.0,12500.0,Polycab TPW fans are meticulously engineered to prevent overheating of motor and blades thus increasing its efficiency. Sweep MM 450 600 750 Power Inputw 100 200 250 Speed RPM 1400 1400 1400 Air Delivery CMM 125,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-pedestal-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/tinywow_Air-Circulator-Pedestal-Fan.webp?v=1696080243
polycab-air-circulator-pedestal-fan,Polycab Air Circulator Pedestal Fan,Pedestal Fan,,Electricals,ELPE0146-24834340,0.0,7850.0,10100.0,Polycab TPW fans are meticulously engineered to prevent overheating of motor and blades thus increasing its efficiency. Sweep MM 450 600 750 Power Inputw 100 200 250 Speed RPM 1400 1400 1400 Air Delivery CMM 125,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-pedestal-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/tinywow_Air-Circulator-Pedestal-Fan.webp?v=1696080243
polycab-air-circulator-wall-fan,Polycab Air Circulator Wall Fan,Wall Fan,,Electricals,ELWA0269-24834163,0.0,9288.0,12500.0,Polycab Air Circulator Wall Fan,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-wall-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/78fedd53-cd28-48db-96e2-2e3bc508effd_Polycab_20wall_20fan.webp?v=1695239906
polycab-air-circulator-wall-fan,Polycab Air Circulator Wall Fan,Wall Fan,,Electricals,ELWA0269-24834164,0.0,7615.0,10200.0,Polycab Air Circulator Wall Fan,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-wall-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/78fedd53-cd28-48db-96e2-2e3bc508effd_Polycab_20wall_20fan.webp?v=1695239906
polycab-air-circulator-wall-fan,Polycab Air Circulator Wall Fan,Wall Fan,,Electricals,ELWA0269-24834165,0.0,6742.0,9000.0,Polycab Air Circulator Wall Fan,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-air-circulator-wall-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/78fedd53-cd28-48db-96e2-2e3bc508effd_Polycab_20wall_20fan.webp?v=1695239906
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-24754742,0.0,525.0,525.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Cool White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-02,0.0,525.0,525.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Warm White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-03,0.0,525.0,525.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Neutral White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-24794845,0.0,1030.0,1030.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Cool White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-04,0.0,1030.0,1030.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Warm White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-lucent-downlighter,Jaquar Lucent Downlighter 3W 6W 9W 12W 15W 18W 22W,Commercial Indoor Lighting,,"3w led ceiling light, buy ceiling lights, Electricals, Soft Light LED",ELCO0202-05,0.0,1030.0,1030.0,Lucent Downlight,Jaquar,,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-lucent-downlighter,Neutral White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/214873fc-32b7-45a6-b3a5-4f423619748a_tinywow_8dd9b798-59ba-4bf6-a019-230ebac68afe__31801588.webp?v=1695239896
jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,Jaquar Smart Lighting Strella Smart LED JQM-WHT-LSTS01S008XC,Smart Lighting,,"Electricals, jaquar lighting, jaquar smart light panel, jaquar smart lights, jaquar smart panel square light, LED Smart Light, Smart Lighting, smart panel light",ELSM0017-24745553,0.0,950.0,950.0,Our smart lighting system comes with automated controls that illuminate your room in an instant the moment you enter it and switch off accordingly. The Jaquar lighting smart lights are the perfect option if you wish to opt for energy-efficient cost-effective and technologically forward lighting solutions. Its time to make the full use of technological advancements and make your life better and easier with smart Jaquar Lighting products.,Jaquar,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,8W - Neutral White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a427c4ae-2bcd-49e5-9436-ceb8caf6f1af_tinywow_Jaquar_20Smart_20Lighting_31141403.webp?v=1695239888
jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,Jaquar Smart Lighting Strella Smart LED JQM-WHT-LSTS01S008XC,Smart Lighting,,"Electricals, jaquar lighting, jaquar smart light panel, jaquar smart lights, jaquar smart panel square light, LED Smart Light, Smart Lighting, smart panel light",ELSM0017-24745554,0.0,950.0,950.0,Our smart lighting system comes with automated controls that illuminate your room in an instant the moment you enter it and switch off accordingly. The Jaquar lighting smart lights are the perfect option if you wish to opt for energy-efficient cost-effective and technologically forward lighting solutions. Its time to make the full use of technological advancements and make your life better and easier with smart Jaquar Lighting products.,Jaquar,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,8W - Warm White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a427c4ae-2bcd-49e5-9436-ceb8caf6f1af_tinywow_Jaquar_20Smart_20Lighting_31141403.webp?v=1695239888
jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,Jaquar Smart Lighting Strella Smart LED JQM-WHT-LSTS01S008XC,Smart Lighting,,"Electricals, jaquar lighting, jaquar smart light panel, jaquar smart lights, jaquar smart panel square light, LED Smart Light, Smart Lighting, smart panel light",ELSM0017-24745555,0.0,1000.0,1000.0,Our smart lighting system comes with automated controls that illuminate your room in an instant the moment you enter it and switch off accordingly. The Jaquar lighting smart lights are the perfect option if you wish to opt for energy-efficient cost-effective and technologically forward lighting solutions. Its time to make the full use of technological advancements and make your life better and easier with smart Jaquar Lighting products.,Jaquar,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-smart-lighting-strella-smart-led-jqm-wht-lsts01s008xc,8W - Cool White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a427c4ae-2bcd-49e5-9436-ceb8caf6f1af_tinywow_Jaquar_20Smart_20Lighting_31141403.webp?v=1695239888
almonard-24-inch-air-circulator-pedestal-fan-industrial-fan,Almonard 24 inch Air Circulator Pedestal Fan Industrial Fan,Pedestal Fan,Uncategorized,"Almonard, Almonard 24 inch 1440 rpm Air Circulator Heavy Duty Pedestal Fan, Electricals, Farrata Fans, Pedestal Fan, Pedestal Fans, Stand Fans, Sweep 600 mm",ELPE0136-24658699,0.0,11600.0,14080.0,Adjustable height Aluminium alloy one piece blade Double ball-bearing 90. oscillation Study close-mesh guard beautiful design Powerful heavy-duty motor,Almonard,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/almonard-24-inch-air-circulator-pedestal-fan-industrial-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/24inchfan.webp?v=1696082538
almonard-24-inch-air-circulator-pedestal-fan-industrial-fan,Almonard 24 inch Air Circulator Pedestal Fan Industrial Fan,Pedestal Fan,Uncategorized,"Almonard, Almonard 24 inch 1440 rpm Air Circulator Heavy Duty Pedestal Fan, Electricals, Farrata Fans, Pedestal Fan, Pedestal Fans, Stand Fans, Sweep 600 mm",ELPE0136,0.0,8720.0,10850.0,Adjustable height Aluminium alloy one piece blade Double ball-bearing 90. oscillation Study close-mesh guard beautiful design Powerful heavy-duty motor,Almonard,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/almonard-24-inch-air-circulator-pedestal-fan-industrial-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/24inchfan.webp?v=1696082538
almonard-24-inch-air-circulator-wall-fan-no-regulator-industrail-fan,Almonard 24 inch Air Circulator Wall Fan No Regulator Industrail Fan,Wall Fan,Uncategorized,"Almonard, Almonard 24 inch 1440rpm Air Circulator Wall Fan, almonard water heater service centre, bajaj esteem stand fan, bajaj exhaust fan 6 inch price, bansal exhaust fan, battery powered vent fan, best fan table, big stand fan, blower exhaust fan, brink ventilation, cheapest table fan online, cinni sigra table fan price, commercial electric pedestal fan, crompton high flo wave plus pedestal fan price, crompton table stand fan, dc ventilation fan, Electricals, finolex pedestal fan, good quality standing fans, havells girik, havells pedestal fan catalogue, havells rechargeable fan, havells standard alfa pedestal fan, heavy duty industrial fan price, high power exhaust fan, industrial exhaust fan 24 inch, latest pedestal fan, lowes pedestal fan, metro table fan, mini table fan rechargeable, orbit table fan, panasonic table fan, pedestal fan with remote control price, sameer table fan, smart ventilator, solar rechargeable table fan, Sweep 600 mm, table mini fan price, table top fan price, texan table fan price, usha big table fan price, usha helix high speed table fan price, venting multiple bathroom exhaust fans, Wall Fan, Wall Fans, Wall Mounted Fans, waterproof exhaust fan, wingless table fan",ELWA0249-24658632,0.0,10600.0,13350.0,Adjustable height Aluminium alloy one piece blade Double ball-bearing 90. oscillation Study close-mesh guard beautiful design Powerful heavy-duty motor,Almonard,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/almonard-24-inch-air-circulator-wall-fan-no-regulator-industrail-fan,Green,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1f31bf03-259f-499e-95f0-48faf789c898_tinywow_Almonard_2024_20inch_20Air_20Circulator_31138392.webp?v=1695239874
havells-pacer-1200mm-ceiling-fan,Havells Pacer 1200mm Ceiling Fan,Ceiling Fan,,"15 exhaust fan, 15 l storage water geyser, 9 inch table fan, bajaj 10 litre geyser, bajaj esteem stand fan, bajaj instant geyser 1 ltr price, bajaj popular geyser 25 litre, bajaj shakti 10 ltr geyser, batman night light, big stand fan, Ceiling Fan, Ceiling Fans, Ceiling Mounting Fan, cord for printer to computer, crompton 1 l instant water geyser, dc ventilation fan, Details on Havells India Regular Ceiling Fans Pacer Online. Check its technical specifications, dimmable ceiling lights, Electricals, finolex pedestal fan, hanging string lights, havells 3 litres instant water heater, havells pedestal fan catalogue, havells rechargeable fan, havells standard alfa pedestal fan, industrial exhaust fan 24 inch, kenstar 10 litre geyser price, locate your nearest store., lucent connector, modern bathroom lighting, morphy richards geyser 15 litre, most powerful portable flashlight, motion sensor light indoor, orbit table fan, orient retro t16 price, orient stand 31 fan price, panasonic table fan, philips hue go 2.0, portable emergency light, portable flood lamp, portable red night light, portable solar lamp, price colour options. To buy, rgbw controller, sameer table fan, sony speaker wire connectors, state instant hot water heaters, sunflame instant geyser, table fan price below 1000, table mini fan price, texan table fan price, usb a male to male, usb type c connector, usha big table fan price, usha helix high speed table fan price, venting multiple bathroom exhaust fans, wingless table fan",ELCE1306-24433555,0.0,2489.0,3585.0,Excellent long lasting paint finish Powerful motor for superior air delivery Regular ceiling fan with 400 RPM speed,Havells,,Immediately return goods on delivery in case of any damages found.,2 Year manufacturer warranty,https://betterhomeapp.com/products/havells-pacer-1200mm-ceiling-fan,Brown,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9cda3775-8998-4d52-868f-03e04a94cbb1_tinywow_d330334c-af46-4183-a33a-ffc87d2bf526_FHCPASTBRN48_31125161.webp?v=1695239866
atomberg-renesa-energy-efficient-dust-resistant-1200mm-ceiling-fan-with-bldc-motor-and-remote,Atomberg Renesa Energy Efficient Dust Resistant 1200mm Ceiling Fan with BLDC Motor and Remote,Ceiling Fan,,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",ELCE1254-24039221,0.0,4500.0,6810.0,Super-Efficient BLDC Motor Runs 3 Times Longer on Inverter Saves Up To Rs1500Year Led Indication for Speed Dust-Resistant Coating Longer Blade Span Highest speed performance Decrease the fan speed by 1 notch every 2 hours Up To 20 FT. Operable distance using remote,Atomberg,,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-renesa-energy-efficient-dust-resistant-1200mm-ceiling-fan-with-bldc-motor-and-remote,Pearl White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/84a77888-e8cc-4e40-bd27-0e1aea508f9e_Renesa-1200-White_1.webp?v=1695239856
